Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Education,Q5_Occupation,Q6_Monthly_Income,Q7_Sustainability_Awareness_1to5,Q8_Action_PublicTransport,Q8_Action_EcoProducts,Q8_Action_PlasticReduce,Q8_Action_EnergyConserve,Q8_Action_WasteSegregation,Q8_Action_DietChange,Q8_Action_SolarEnergy,Q8_Action_None,Q9_EcoChoice_Frequency,Q10_Primary_Commute,Q11_EnvImpact_OnPurchase_1to5,Q12_App_Comfort,Q13_App_UPI,Q13_App_Fitness,Q13_App_Loyalty,Q13_App_FoodDelivery,Q13_App_Ecommerce,Q13_App_Fintech,Q13_App_None,Q14_DataTracking_Consent,Q15_Likelihood_Download_1to5,Q16_Reward_Cashback,Q16_Reward_EcoDiscounts,Q16_Reward_Vouchers,Q16_Reward_TreePlanting,Q16_Reward_Leaderboard,Q16_Reward_Insurance,Q16_Reward_NGO,Q17_WTP_Premium_Subscription,Q18_Monthly_EcoSpend_Category,Q19_Price_Premium_Willingness,Q20_Brand_Trust_1to5,Q21_Barrier_TooExpensive,Q21_Barrier_DontKnowImpact,Q21_Barrier_Inconvenient,Q21_Barrier_NoImpact,Q21_Barrier_TimeConstraint,Q21_Barrier_None,Q22_BrandPref_OrganicFood,Q22_BrandPref_SustFashion,Q22_BrandPref_EV,Q22_BrandPref_CleanBeauty,Q22_BrandPref_HomeKitchen,Q22_BrandPref_GreenTravel,Q22_BrandPref_Solar,Q22_BrandPref_FinancialProducts,Q23_Social_Influence_1to5,Q24_Group_Challenge_Interest,Q25_NPS_0to10,Q26_Environmental_Identity,Q27_Loss_Aversion_Type,Q28_Rewards_Engagement_Depth,Q29_Household_Decision_Role,Q30_Channel_Instagram,Q30_Channel_WhatsApp,Q30_Channel_LinkedIn,Q30_Channel_NewsDigital,Q30_Channel_FriendsFamily,Q30_Channel_OTTAds,Q30_Channel_Influencer,Q30_Channel_Google,TARGET_Will_Adopt_App_0or1,TARGET_Monthly_EcoSpend_INR,TARGET_WTP_Monthly_INR,Noise_Flag,Internal_Tech_Score,Internal_Green_Score,Internal_Spend_Power,Internal_Social_Score
GL2025289,25-34,Female,Tier-2,Doctoral,Business owner,15k-30k,2,1,0,1,1,0,0,0,0,Frequently,Metro/Train,3,Very comfortable,1,0,0,1,0,0,0,Willing if anonymized,3,1,0,0,0,1,0,0,Up to 49/mo,Zero,Price irrelevant,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,Yes-love it,4,Care but not central,Gain motivated (earn coins),Rarely check,Joint with spouse,1,0,0,0,0,0,0,1,1,0.0,23.0,0,0.5967,0.449,0.2416,0.3261
GL2025290,35-44,Female,Tier-3,High school or below,Self-employed,30k-60k,3,0,0,0,1,0,0,0,0,Frequently,Electric vehicle,2,Very comfortable,1,0,0,0,1,0,0,Willing if anonymized,3,0,0,0,0,0,0,0,Free only,1500-3000,Price irrelevant,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Yes-love it,4,Aware not priority,Gain motivated (earn coins),Actively track,Joint with spouse,0,0,0,0,0,0,0,0,1,1881.0,0.0,0,0.3962,0.3299,0.3568,0.1929
GL2025291,35-44,Female,Tier-2,Undergraduate,Business owner,30k-60k,2,0,1,1,0,0,0,0,0,Rarely,Metro/Train,2,Very comfortable,0,1,1,0,0,1,0,Not willing,2,0,0,0,0,0,0,0,Free only,3000-6000,Price irrelevant,3,1,0,0,0,0,0,1,1,0,1,0,0,0,1,3,Maybe depends,2,Aware not priority,Gain motivated (earn coins),Actively track,Joint with parents,0,1,0,0,1,0,0,0,0,4770.0,0.0,0,0.4634,0.2371,0.3006,0.2583
GL2025292,45-54,Female,Tier-3,High school or below,Self-employed,Below 15k,2,1,1,1,1,1,0,0,0,Never,Two-wheeler,2,Somewhat comfortable,0,0,1,1,1,0,0,Willing if improves rewards,2,1,1,0,0,0,1,0,Up to 49/mo,500-1500,Up to 5% more,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Not interested,2,Aware not priority,Gain motivated (earn coins),Rarely check,Decide independently,0,0,0,0,1,1,0,0,0,1060.0,26.0,0,0.3089,0.2264,0.0981,0.1031
GL2025293,25-34,Male,Metro,Doctoral,Salaried-Private,1L-2L,2,0,0,0,1,0,0,0,0,Rarely,Metro/Train,1,Very comfortable,1,1,0,1,0,0,0,Willing if improves rewards,2,0,0,1,0,0,1,1,50-99/mo,500-1500,Up to 10% more,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,Maybe depends,2,Core identity,Both equal,Check occasionally,Joint with spouse,1,0,0,0,0,1,0,0,1,834.0,69.0,0,0.5788,0.1966,0.6611,0.1574
GL2025294,18-24,Female,Rural,High school or below,Student,Below 15k,2,0,0,0,0,1,1,0,0,Rarely,Work from home,3,Not comfortable,0,0,0,0,1,0,0,Willing if improves rewards,2,0,0,0,1,0,0,1,Up to 49/mo,1500-3000,Up to 20% more,4,0,0,0,0,1,0,0,1,0,0,1,0,1,1,3,No-prefer solo,2,Core identity,Loss motivated (lose coins),Actively track,Joint with parents,0,0,0,0,0,0,0,1,0,2320.0,22.0,0,0.3356,0.289,0.2635,0.333
GL2025295,45-54,Female,Tier-3,Undergraduate,Business owner,15k-30k,3,1,0,1,0,0,0,0,0,Occasionally,Cycling/Walking,3,Somewhat comfortable,0,1,0,1,1,0,0,Willing if improves rewards,2,0,1,0,0,0,0,1,Free only,Under 500,Price irrelevant,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Maybe depends,3,Care but not central,Both equal,Rarely check,Decide independently,0,1,1,0,0,0,0,0,0,232.0,0.0,0,0.349,0.2968,0.2935,0.1276
GL2025296,25-34,Male,Tier-3,Undergraduate,Salaried-Private,1L-2L,2,1,0,0,0,0,0,0,0,Always,Bus/Auto,2,Very comfortable,1,0,0,0,0,0,0,Fully willing,3,1,0,0,0,0,1,0,50-99/mo,Zero,Up to 20% more,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,Yes-love it,5,Care but not central,Gain motivated (earn coins),Actively track,Decide independently,1,0,0,0,0,0,1,0,0,0.0,66.0,3,0.5687,0.3169,0.4655,0.3463
GL2025297,25-34,Male,Tier-2,Undergraduate,Salaried-Private,60k-1L,3,1,0,0,0,0,0,1,0,Occasionally,Cycling/Walking,2,Not comfortable,0,0,0,0,0,0,1,Willing if anonymized,3,0,1,0,0,0,0,0,100-199/mo,Under 500,Up to 5% more,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,Maybe depends,3,Care but not central,Both equal,Rarely check,Joint with spouse,1,0,0,0,0,0,1,0,0,240.0,153.0,0,0.6302,0.3042,0.3818,0.2481
GL2025298,55+,Male,Tier-3,High school or below,Homemaker,30k-60k,1,0,0,0,0,0,0,0,1,Never,Bus/Auto,1,Somewhat comfortable,1,0,0,0,0,0,0,Willing if anonymized,1,1,0,0,0,0,0,1,Free only,Under 500,Price irrelevant,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,Not interested,1,Care but not central,Loss motivated (lose coins),Check occasionally,Decide independently,0,0,0,1,0,0,0,1,0,289.0,0.0,0,0.1497,0.0269,0.3047,0.2462
GL2025299,25-34,Female,Tier-2,Undergraduate,Salaried-Private,15k-30k,2,0,0,0,0,1,0,0,0,Always,Cycling/Walking,3,Very comfortable,1,0,0,0,0,0,0,Not willing,2,0,0,0,0,0,0,0,50-99/mo,Zero,Up to 5% more,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,No-prefer solo,2,Aware not priority,Gain motivated (earn coins),Actively track,Decide for household,0,0,1,0,0,0,1,0,0,0.0,83.0,0,0.5112,0.3258,0.2951,0.395
GL2025300,25-34,Female,Metro,Undergraduate,Salaried-Govt,1L-2L,3,1,0,0,1,1,0,1,0,Always,Metro/Train,4,Somewhat comfortable,1,0,0,0,0,0,0,Willing if anonymized,2,1,0,0,0,0,1,0,Up to 49/mo,Under 500,Up to 5% more,3,1,0,1,0,0,0,1,1,0,1,1,0,0,0,3,Maybe depends,5,Core identity,Loss motivated (lose coins),Strategically maximise,Joint with spouse,0,1,0,0,1,0,0,0,0,217.0,16.0,0,0.3836,0.4646,0.3899,0.5275
GL2025301,35-44,Male,Tier-2,Undergraduate,Business owner,60k-1L,2,0,0,0,0,0,0,0,1,Frequently,Bus/Auto,2,Somewhat comfortable,0,0,0,0,1,0,0,Not willing,2,0,1,0,0,0,0,0,Up to 49/mo,Under 500,Up to 5% more,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,No-prefer solo,2,Care but not central,Loss motivated (lose coins),Actively track,Decide for household,0,1,0,0,1,0,0,0,0,198.0,24.0,0,0.247,0.2505,0.2262,0.3163
GL2025302,35-44,Female,Rural,High school or below,Retired,15k-30k,3,0,0,0,0,0,0,0,1,Frequently,Cycling/Walking,2,Very comfortable,1,0,0,0,0,0,0,Willing if improves rewards,2,1,1,0,0,0,0,0,Free only,500-1500,Up to 10% more,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,Maybe depends,3,Care but not central,Gain motivated (earn coins),Check occasionally,Joint with spouse,0,1,0,0,0,0,0,0,0,900.0,0.0,0,0.265,0.2868,0.1499,0.2092
GL2025303,18-24,Male,Tier-2,Postgraduate,Salaried-Private,30k-60k,3,1,1,0,1,0,1,0,0,Occasionally,Work from home,2,Very comfortable,1,0,0,0,1,0,0,Willing if improves rewards,1,0,0,0,0,0,0,0,Free only,500-1500,Price irrelevant,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,No-prefer solo,3,Aware not priority,Loss motivated (lose coins),Rarely check,Joint with parents,0,0,1,1,0,0,0,0,1,1124.0,0.0,0,0.4303,0.4822,0.3375,0.1583
GL2025304,35-44,Male,Tier-2,Postgraduate,Salaried-Private,15k-30k,2,0,0,0,1,0,0,0,0,Occasionally,Cycling/Walking,2,Somewhat comfortable,1,0,0,1,0,0,0,Fully willing,2,0,1,0,1,0,0,0,100-199/mo,1500-3000,Up to 5% more,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,Not interested,1,Aware not priority,Gain motivated (earn coins),Actively track,Decide for household,0,1,0,1,0,0,0,0,0,2366.0,157.0,0,0.4856,0.1204,0.2421,0.2014
GL2025305,45-54,Male,Rural,High school or below,Homemaker,60k-1L,2,0,0,1,1,0,0,0,0,Never,Cycling/Walking,2,Very comfortable,1,0,0,0,1,0,0,Willing if anonymized,1,0,0,1,0,0,0,0,Up to 49/mo,Under 500,Up to 5% more,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,No-prefer solo,3,Care but not central,Gain motivated (earn coins),Actively track,Decide independently,1,1,0,0,0,0,0,0,1,246.0,30.0,0,0.2228,0.122,0.1486,0.1464
GL2025306,25-34,Male,Tier-2,Postgraduate,Salaried-Private,60k-1L,2,0,0,0,0,1,0,0,0,Occasionally,Work from home,3,Very comfortable,1,1,0,1,1,1,0,Willing if improves rewards,3,0,0,0,0,0,0,0,Up to 49/mo,500-1500,Up to 5% more,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,No-prefer solo,3,Aware not priority,Gain motivated (earn coins),Strategically maximise,Joint with spouse,0,0,0,0,0,1,0,0,1,1201.0,26.0,0,0.5931,0.2714,0.4078,0.2229
GL2025307,55+,Female,Rural,Undergraduate,Business owner,15k-30k,2,0,0,0,1,0,0,0,0,Never,Two-wheeler,1,Somewhat comfortable,1,0,1,0,1,0,0,Not willing,2,0,0,0,0,0,0,0,50-99/mo,500-1500,Up to 10% more,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,2,Not interested,1,Care but not central,Gain motivated (earn coins),Check occasionally,Someone else decides,0,0,0,1,0,0,0,1,1,1131.0,73.0,0,0.2565,0.0892,0.2177,0.111
GL2025308,18-24,Male,Rural,Undergraduate,Self-employed,30k-60k,2,0,1,1,0,1,0,0,0,Occasionally,Personal car/SUV,1,Not comfortable,0,0,1,1,1,0,0,Willing if improves rewards,2,0,0,0,1,0,0,0,Up to 49/mo,500-1500,Up to 10% more,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,No-prefer solo,4,Care but not central,Gain motivated (earn coins),Check occasionally,Decide independently,0,0,1,1,0,0,0,0,0,1062.0,24.0,0,0.373,0.1657,0.3375,0.268
GL2025309,35-44,Male,Metro,Postgraduate,Business owner,30k-60k,2,0,0,0,0,1,0,0,0,Occasionally,Metro/Train,2,Somewhat comfortable,1,0,0,1,1,1,0,Fully willing,2,0,0,1,1,0,1,0,Free only,3000-6000,Up to 10% more,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Maybe depends,4,Core identity,Gain motivated (earn coins),Check occasionally,Decide for household,0,0,1,0,0,0,0,1,1,4265.0,0.0,0,0.2109,0.3457,0.4406,0.3808
GL2025310,25-34,Female,Rural,High school or below,Salaried-Private,1L-2L,2,0,0,1,0,0,0,0,0,Frequently,Two-wheeler,1,Very comfortable,1,0,1,0,0,0,0,Willing if improves rewards,3,1,0,0,0,0,0,0,Free only,Under 500,Up to 5% more,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,Maybe depends,3,Core identity,Loss motivated (lose coins),Rarely check,Joint with spouse,1,0,0,0,0,0,1,0,0,273.0,0.0,0,0.4451,0.2859,0.3203,0.5598
GL2025311,25-34,Female,Tier-3,High school or below,Business owner,15k-30k,2,0,0,0,1,1,0,0,0,Always,Bus/Auto,3,Somewhat comfortable,1,1,0,0,0,0,0,Willing if improves rewards,2,1,0,0,0,0,0,0,400+/mo,3000-6000,No premium,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,Yes-love it,3,Care but not central,Loss motivated (lose coins),Actively track,Decide independently,0,1,0,1,0,0,0,0,0,4679.0,665.0,0,0.3126,0.4605,0.3331,0.2815
GL2025312,25-34,Male,Tier-2,Postgraduate,Business owner,15k-30k,2,1,0,0,1,1,1,1,0,Frequently,Two-wheeler,3,Very comfortable,1,0,0,1,0,0,0,Not willing,2,0,0,1,1,0,0,1,100-199/mo,Zero,Up to 20% more,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,Maybe depends,4,Aware not priority,Both equal,Rarely check,Joint with spouse,1,0,0,0,0,0,0,0,0,0.0,194.0,0,0.2774,0.3457,0.3706,0.219
GL2025313,55+,Male,Rural,Undergraduate,Self-employed,15k-30k,2,0,0,1,1,0,1,0,0,Rarely,Cycling/Walking,2,Very comfortable,0,0,1,0,0,0,0,Fully willing,2,1,1,0,0,0,0,0,Up to 49/mo,Zero,Up to 5% more,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No-prefer solo,0,Not relevant,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,0,1,1,0,0,1,0.0,31.0,0,0.1905,0.2683,0.1822,0.0769
GL2025314,55+,Male,Metro,Postgraduate,Business owner,30k-60k,2,1,0,0,0,0,0,0,0,Occasionally,Metro/Train,2,Somewhat comfortable,1,0,0,0,0,0,0,Willing if improves rewards,1,0,1,0,1,0,0,1,Free only,Zero,Up to 5% more,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,Maybe depends,3,Core identity,Both equal,Rarely check,Someone else decides,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0.3569,0.293,0.4323,0.0334
GL2025315,45-54,Female,Tier-3,High school or below,Self-employed,15k-30k,2,0,0,1,1,0,1,0,0,Rarely,Bus/Auto,2,Not comfortable,1,0,0,1,1,0,0,Willing if improves rewards,1,0,1,1,0,0,0,0,Up to 49/mo,1500-3000,Price irrelevant,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,No-prefer solo,3,Care but not central,Gain motivated (earn coins),Rarely check,Joint with spouse,0,1,0,0,0,0,0,0,0,2463.0,27.0,0,0.1979,0.3318,0.083,0.1507
GL2025316,25-34,Female,Tier-2,Postgraduate,Salaried-Private,30k-60k,4,1,1,0,1,1,0,1,0,Always,Two-wheeler,3,Not comfortable,0,1,1,1,0,0,0,Not willing,4,1,1,0,0,0,0,0,Free only,500-1500,Up to 5% more,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,Yes-love it,4,Not relevant,Loss motivated (lose coins),Actively track,Decide independently,0,1,0,0,0,0,0,1,0,1262.0,0.0,0,0.4371,0.5742,0.3319,0.3781
GL2025317,35-44,Male,Tier-3,High school or below,Salaried-Private,60k-1L,3,1,1,1,0,0,1,0,0,Never,Two-wheeler,4,Somewhat comfortable,1,0,0,1,0,0,0,Willing if anonymized,2,1,0,1,0,0,0,0,200-399/mo,Zero,Up to 5% more,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Maybe depends,3,Care but not central,Loss motivated (lose coins),Rarely check,Joint with spouse,0,0,0,1,0,0,0,1,0,0.0,312.0,0,0.2336,0.4218,0.4009,0.0859
GL2025318,25-34,Male,Tier-2,High school or below,Salaried-Private,60k-1L,2,1,0,0,0,0,1,0,0,Never,Work from home,1,Very comfortable,0,1,0,1,1,1,0,Fully willing,2,0,1,0,0,0,0,0,Free only,500-1500,Up to 10% more,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,Yes-love it,3,Care but not central,Loss motivated (lose coins),Check occasionally,Joint with spouse,1,0,0,0,0,0,0,0,1,776.0,0.0,0,0.6277,0.208,0.245,0.149
GL2025319,25-34,Male,Tier-3,Undergraduate,Salaried-Private,30k-60k,2,0,0,0,0,0,0,0,1,Occasionally,Personal car/SUV,2,Somewhat comfortable,1,0,0,1,0,1,0,Willing if improves rewards,2,1,0,0,0,0,1,0,Up to 49/mo,Under 500,No premium,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,No-prefer solo,4,Core identity,Both equal,Check occasionally,Decide independently,1,1,0,0,0,0,0,0,0,250.0,20.0,0,0.4716,0.1764,0.4004,0.2524
GL2025320,35-44,Female,Tier-3,Postgraduate,Salaried-Private,Below 15k,1,1,0,0,0,0,1,0,0,Rarely,Bus/Auto,2,Not comfortable,0,0,0,0,1,0,0,Fully willing,2,1,0,0,0,0,0,0,50-99/mo,Zero,Up to 5% more,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,Maybe depends,2,Care but not central,Both equal,Actively track,Joint with spouse,0,1,0,0,0,1,0,0,0,0.0,86.0,0,0.3898,0.2289,0.1134,0.0856
GL2025321,25-34,Non-binary/Other,Metro,Postgraduate,Salaried-Private,60k-1L,3,0,0,1,1,0,0,0,0,Always,Personal car/SUV,3,Somewhat comfortable,0,0,0,0,1,0,0,Willing if improves rewards,3,0,0,1,0,0,0,0,200-399/mo,1500-3000,Up to 10% more,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,No-prefer solo,5,Care but not central,Loss motivated (lose coins),Actively track,Joint with spouse,1,0,0,0,1,0,0,0,0,2371.0,291.0,0,0.5775,0.4747,0.4723,0.1705
GL2025322,45-54,Male,Rural,Undergraduate,Self-employed,Below 15k,1,0,0,1,0,0,0,0,0,Rarely,Cycling/Walking,2,Not comfortable,0,0,0,1,0,0,0,Willing if improves rewards,2,0,0,0,0,1,0,0,Free only,Zero,Up to 20% more,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,No-prefer solo,2,Not relevant,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,1,0,0,1,0,1,0.0,0.0,0,0.1844,0.096,0.1222,0.0
GL2025323,45-54,Female,Tier-3,High school or below,Self-employed,30k-60k,2,0,0,0,0,1,0,0,0,Occasionally,Bus/Auto,1,Somewhat comfortable,1,0,1,0,0,0,0,Willing if anonymized,1,0,0,0,1,1,0,1,Free only,Zero,Price irrelevant,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Yes-love it,0,Not relevant,Gain motivated (earn coins),Actively track,Decide for household,1,0,0,1,0,0,0,0,0,0.0,0.0,0,0.2292,0.0496,0.3123,0.3742
GL2025324,18-24,Female,Tier-2,Undergraduate,Student,60k-1L,3,0,1,0,0,1,1,0,0,Frequently,Two-wheeler,2,Very comfortable,1,0,0,1,1,1,0,Fully willing,3,1,0,0,1,0,1,0,Up to 49/mo,500-1500,Up to 20% more,3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,2,Yes-love it,4,Aware not priority,Gain motivated (earn coins),Actively track,Decide independently,1,0,0,0,0,0,0,1,0,897.0,29.0,0,0.5958,0.4914,0.1977,0.2964
GL2025325,18-24,Male,Metro,Undergraduate,Student,30k-60k,3,0,1,1,1,1,0,0,0,Always,Metro/Train,2,Very comfortable,1,0,0,1,1,0,0,Willing if improves rewards,3,0,0,0,0,0,0,1,Up to 49/mo,1500-3000,No premium,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,No-prefer solo,2,Not relevant,Loss motivated (lose coins),Check occasionally,Someone else decides,0,0,0,0,0,1,1,0,1,2383.0,22.0,0,0.735,0.3274,0.3417,0.3565
GL2025326,35-44,Non-binary/Other,Rural,High school or below,Salaried-Govt,Below 15k,1,1,0,1,0,1,0,0,0,Rarely,Two-wheeler,1,Somewhat comfortable,0,0,1,0,1,0,0,Willing if improves rewards,1,1,1,0,0,1,0,0,400+/mo,500-1500,Up to 5% more,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,Yes-love it,1,Care but not central,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,0,0,0,1,1,0,1030.0,516.0,0,0.0469,0.1313,0.0584,0.2545
GL2025327,18-24,Male,Tier-2,Undergraduate,Student,15k-30k,2,1,0,0,0,1,1,0,0,Frequently,Work from home,2,Very comfortable,1,0,0,1,1,0,0,Willing if anonymized,3,0,1,0,0,1,1,0,50-99/mo,Under 500,Up to 10% more,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Yes-love it,6,Care but not central,Gain motivated (earn coins),Rarely check,Joint with parents,1,0,0,0,0,0,1,0,1,246.0,94.0,0,0.5363,0.3753,0.1241,0.4451
GL2025328,35-44,Female,Metro,Doctoral,Salaried-Private,30k-60k,2,0,0,1,0,0,0,1,0,Rarely,Bus/Auto,3,Very comfortable,1,1,1,0,1,0,0,Not willing,2,1,1,0,1,0,0,0,Up to 49/mo,1500-3000,Up to 20% more,3,0,0,0,1,0,0,1,0,0,1,0,1,1,0,3,Yes-love it,5,Core identity,Gain motivated (earn coins),Rarely check,Decide for household,0,0,1,1,0,0,0,0,1,2481.0,30.0,0,0.5337,0.3264,0.4492,0.352
GL2025329,35-44,Male,Tier-3,Undergraduate,Salaried-Private,60k-1L,1,0,0,1,0,0,0,0,0,Never,Two-wheeler,2,Not comfortable,1,0,1,1,0,0,0,Fully willing,3,0,0,0,0,0,0,0,Up to 49/mo,Above 6000,Up to 10% more,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,Not interested,4,Care but not central,Neither,Check occasionally,Joint with parents,0,1,0,0,0,1,0,0,0,7865.0,25.0,0,0.3075,0.1413,0.5178,0.3164
GL2025330,25-34,Male,Tier-3,High school or below,Business owner,30k-60k,2,0,1,0,1,1,0,1,0,Rarely,Electric vehicle,3,Very comfortable,1,0,1,0,0,1,0,Willing if improves rewards,1,0,0,0,1,0,1,0,Free only,Under 500,Up to 5% more,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,No-prefer solo,3,Care but not central,Gain motivated (earn coins),Rarely check,Joint with parents,1,0,0,0,0,0,1,0,1,251.0,0.0,0,0.3452,0.3654,0.2725,0.1237
GL2025331,35-44,Male,Metro,Postgraduate,Business owner,60k-1L,1,1,1,1,1,0,0,0,0,Never,Work from home,2,Somewhat comfortable,1,1,0,0,1,0,0,Willing if anonymized,3,0,1,0,0,0,0,0,100-199/mo,3000-6000,Up to 20% more,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,Maybe depends,4,Care but not central,Neither,Rarely check,Decide independently,0,1,0,1,0,0,0,0,1,4264.0,132.0,0,0.4071,0.2826,0.561,0.3002
GL2025332,35-44,Male,Tier-2,Postgraduate,Salaried-Private,30k-60k,2,0,0,0,1,1,0,0,0,Always,Personal car/SUV,3,Somewhat comfortable,1,1,1,0,1,0,0,Not willing,1,1,0,1,0,0,0,0,Up to 49/mo,500-1500,No premium,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Maybe depends,3,Aware not priority,Gain motivated (earn coins),Check occasionally,Someone else decides,1,1,0,0,0,0,0,0,0,1079.0,25.0,0,0.3883,0.327,0.2777,0.2385
GL2025333,55+,Female,Metro,Postgraduate,Homemaker,30k-60k,2,0,0,0,0,0,0,0,1,Always,Metro/Train,2,Very comfortable,1,1,1,0,1,0,0,Willing if anonymized,2,1,0,0,0,1,0,0,Free only,3000-6000,Price irrelevant,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,Not interested,3,Aware not priority,Gain motivated (earn coins),Check occasionally,Joint with spouse,0,1,0,0,0,0,1,0,0,5486.0,0.0,0,0.3559,0.249,0.2887,0.3058
GL2025334,18-24,Non-binary/Other,Tier-3,Undergraduate,Self-employed,Below 15k,2,0,0,0,0,1,0,0,0,Never,Work from home,2,Not comfortable,1,0,0,1,0,0,0,Willing if improves rewards,2,1,0,0,0,0,0,1,Free only,3000-6000,Up to 5% more,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,Maybe depends,4,Core identity,Both equal,Check occasionally,Decide independently,1,0,0,0,0,0,0,0,1,4000.0,0.0,0,0.3958,0.2626,0.3924,0.2623
GL2025335,35-44,Male,Tier-2,Undergraduate,Salaried-Private,Below 15k,2,1,0,1,0,1,0,0,0,Occasionally,Two-wheeler,2,Very comfortable,1,0,0,0,1,0,0,Willing if improves rewards,3,1,0,1,0,1,0,0,Free only,Under 500,Up to 5% more,3,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,Yes-love it,3,Care but not central,Neither,Actively track,Joint with spouse,1,0,1,0,0,0,0,0,0,265.0,0.0,0,0.3173,0.2168,0.2234,0.3254
GL2025336,35-44,Male,Rural,High school or below,Business owner,Below 15k,2,1,0,0,0,0,1,0,0,Rarely,Metro/Train,2,Somewhat comfortable,1,0,0,1,1,0,0,Not willing,2,0,0,0,0,0,0,0,Free only,Under 500,Price irrelevant,2,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2,Yes-love it,1,Not relevant,Loss motivated (lose coins),Rarely check,Decide for household,0,1,0,0,0,0,0,0,0,303.0,0.0,0,0.1121,0.1519,0.1954,0.1681
GL2025337,55+,Female,Tier-3,Postgraduate,Homemaker,Below 15k,3,0,1,0,0,0,1,0,0,Rarely,Personal car/SUV,2,Not comfortable,0,1,1,0,0,0,0,Not willing,2,0,0,1,1,0,0,0,Up to 49/mo,500-1500,No premium,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,No-prefer solo,1,Care but not central,Loss motivated (lose coins),Check occasionally,Someone else decides,0,1,0,0,1,0,0,0,0,1001.0,19.0,0,0.1005,0.3248,0.2209,0.0644
GL2025338,55+,Male,Rural,High school or below,Retired,15k-30k,2,0,0,1,0,0,1,0,0,Rarely,Bus/Auto,2,Somewhat comfortable,1,0,1,1,0,0,0,Not willing,2,1,0,1,0,0,0,0,Free only,Zero,Up to 5% more,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No-prefer solo,0,Core identity,Loss motivated (lose coins),Strategically maximise,Decide for household,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0.1045,0.1844,0.1276,0.0885
GL2025339,18-24,Male,Rural,Undergraduate,Salaried-Private,30k-60k,2,1,0,0,1,0,0,0,0,Occasionally,Two-wheeler,2,Somewhat comfortable,1,1,1,0,1,0,0,Willing if anonymized,3,0,0,0,1,0,0,1,Up to 49/mo,Zero,No premium,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,Maybe depends,2,Aware not priority,Loss motivated (lose coins),Check occasionally,Decide independently,0,0,0,0,0,1,0,1,1,0.0,23.0,0,0.6249,0.2267,0.1584,0.248
